Institution,Category_Institution,Accreditation,DateEstablished,Region,Location,Province,Lecture,Student,Category_Total_Student,QS_WUR_Ranking_2024,QS_Asia_Ranking_2024,THE_WUR_Ranking_2024,Member_ASEAN_University_Network
Politeknik Agroindustri,Politeknik,Tidak Terakreditasi,3/13/2003,4,Subang,Jawa Barat,14,62,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Maritim Eka Utama Subang,Politeknik,Tidak Terakreditasi,7/1/2022,4,Subang,Jawa Barat,16,27,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Miftahul Huda,Sekolah,Baik,6/6/1996,4,Subang,Jawa Barat,27,864,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Sutaatmadja,Sekolah,Baik Sekali,7/22/1999,4,Subang,Jawa Barat,19,523,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Teknologi Texmaco,Sekolah,Tidak Terakreditasi,4/25/1994,4,Subang,Jawa Barat,36,909,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Mandiri,Universitas,Baik,2/9/2021,4,Subang,Jawa Barat,109,2441,Small,Unranked,Unranked,Unranked ,No
Universitas Subang,Universitas,Baik Sekali,8/26/1982,4,Subang,Jawa Barat,124,5258,Small Medium,Unranked,Unranked,Unranked ,No
Akademi Farmasi Persada Sukabumi ,Akademi,Tidak Terakreditasi,9/6/2022,4,Sukabumi,Jawa Barat,1,26,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Manajemen Informatika dan Komputer Citra Buana Indonesia,Akademi,Baik,9/26/2001,4,Sukabumi,Jawa Barat,52,1533,Small,Unranked,Unranked,Unranked ,No
Akademi Pariwisata Citra Buana Indonesia,Akademi,Baik,9/26/2001,4,Sukabumi,Jawa Barat,12,229,Extra Small,Unranked,Unranked,Unranked ,No
Institut Manajemen Wiyata Indonesia,Institut,Baik,10/16/2014,4,Sukabumi,Jawa Barat,42,1013,Small,Unranked,Unranked,Unranked ,No
Politeknik Bina Budaya Cipta,Politeknik,Baik,10/1/1993,4,Sukabumi,Jawa Barat,17,307,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Istikom Bina Citra Informatika ,Politeknik,Tidak Terakreditasi,12/20/2022,4,Sukabumi,Jawa Barat,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Kesehatan Yapkesbi Sukabumi,Politeknik,Baik Sekali,9/9/2004,4,Sukabumi,Jawa Barat,44,484,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Sukabumi,Politeknik,Baik,6/20/2002,4,Sukabumi,Jawa Barat,41,744,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Hukum Pasundan,Sekolah,Baik Sekali,1/14/1964,4,Sukabumi,Jawa Barat,16,445,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Pengembangan Sistem Informasi Manajemen (Pasim) ,Sekolah,Baik,10/4/2007,4,Sukabumi,Jawa Barat,40,1104,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Sukabumi,Sekolah,Baik Sekali,2/13/2007,4,Sukabumi,Jawa Barat,53,1456,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Syamsul Ulum,Sekolah,Baik,11/12/1999,4,Sukabumi,Jawa Barat,34,1760,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Widyapuri Mandiri,Sekolah,Baik,8/31/1998,4,Sukabumi,Jawa Barat,36,1186,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Bina Mutiara,Sekolah,Baik,9/8/2011,4,Sukabumi,Jawa Barat,36,1397,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer Al-Fath,Sekolah,Tidak Terakreditasi,4/26/2021,4,Sukabumi,Jawa Barat,15,910,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Linggabuana PGRI Sukabumi,Universitas,Baik Sekali,1/25/2023,4,Sukabumi,Jawa Barat,100,3498,Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Sukabumi,Universitas,Baik Sekali,6/13/2003,4,Sukabumi,Jawa Barat,173,5375,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Nusa Putra,Universitas,Baik,11/6/2007,4,Sukabumi,Jawa Barat,211,6117,Small Medium,Unranked,Unranked,Unranked ,No
Politeknik Merdeka Belajar Indonesia,Politeknik,Tidak Terakreditasi,7/26/2022,4,Sumedang,Jawa Barat,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Koperasi Indonesia,Universitas,Baik Sekali,1/18/2022,4,Sumedang,Jawa Barat,99,3893,Small,Unranked,Unranked,Unranked ,No
Universitas Ma'soem,Universitas,Baik,2/18/2019,4,Sumedang,Jawa Barat,83,1226,Small,Unranked,Unranked,Unranked ,No
Universitas Sebelas April,Universitas,Baik,7/22/2021,4,Sumedang,Jawa Barat,238,6857,Small Medium,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Assyifa Tangerang,Akademi,Baik,10/10/2003,4,Tangerang,Banten,9,98,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Karya Bunda Husada,Akademi,Baik Sekali,4/13/2004,4,Tangerang,Banten,9,44,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Sentra Bina Yudistira Tangerang,Akademi,Tidak Terakreditasi,7/10/2007,4,Tangerang,Banten,9,92,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Manajemen Informatika dan Komputer Mapan Tangerang,Akademi,Baik,12/18/2008,4,Tangerang,Banten,19,78,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Perpajakan Maria Mediatrix,Akademi,Tidak Terakreditasi,8/5/2004,4,Tangerang,Banten,6,3,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Bina Sarana Global,Institut,Baik Sekali,2/8/2021,4,Tangerang,Banten,63,1471,Small,Unranked,Unranked,Unranked ,No
Politeknik Gajah Tunggal,Politeknik,Baik,9/1/1981,4,Tangerang,Banten,17,295,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Tunas Pemuda,Politeknik,Baik,11/21/2013,4,Tangerang,Banten,54,978,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Yusuf Mansur ,Politeknik,Tidak Terakreditasi,1/13/2023,4,Tangerang,Banten,9,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Bahasa Asing Technocrat,Sekolah,Baik,8/30/2001,4,Tangerang,Banten,19,84,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Ppi,Sekolah,Baik Sekali,8/30/2001,4,Tangerang,Banten,37,1224,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Triguna,Sekolah,Tidak Terakreditasi,7/20/2022,4,Tangerang,Banten,13,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi YP Karya,Sekolah,Tidak Terakreditasi,8/8/1996,4,Tangerang,Banten,12,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Hukum Gunung Jati,Sekolah,Baik,3/10/1998,4,Tangerang,Banten,11,210,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Hukum Painan,Sekolah,Baik,1/26/2012,4,Tangerang,Banten,92,2535,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Faathir Husada,Sekolah,Tidak Terakreditasi,6/13/2007,4,Tangerang,Banten,25,517,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Pancakarya,Sekolah,Tidak Terakreditasi,3/10/2014,4,Tangerang,Banten,12,169,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Surya,Sekolah,Tidak Terakreditasi,9/1/2009,4,Tangerang,Banten,45,38,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer Antar Bangsa,Sekolah,Baik,7/27/2007,4,Tangerang,Banten,16,268,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer Masa Depan,Sekolah,Baik,4/28/2004,4,Tangerang,Banten,16,374,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer PGRI Tangerang,Sekolah,Tidak Terakreditasi,3/1/2004,4,Tangerang,Banten,14,65,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Bhakti Asih Cileduk,Universitas,Tidak Terakreditasi,2/11/2024,4,Tangerang,Banten,17,62,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Buddhi Dharma,Universitas,Baik,6/1/1995,4,Tangerang,Banten,123,2710,Small,Unranked,Unranked,Unranked ,No
Universitas Cendekia Abditama,Universitas,Baik,11/26/2020,4,Tangerang,Banten,93,1525,Small,Unranked,Unranked,Unranked ,No
Universitas Insan Pembangunan Indonesia,Universitas,Baik Sekali,8/3/2022,4,Tangerang,Banten,115,3334,Small,Unranked,Unranked,Unranked ,No
Universitas Islam Syekh Yusuf,Universitas,Baik Sekali,4/14/1966,4,Tangerang,Banten,250,4521,Small,Unranked,Unranked,Unranked ,No
Universitas Matana,Universitas,Tidak Terakreditasi,8/13/2014,4,Tangerang,Banten,60,659,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah A.R. Fachruddin,Universitas,Baik Sekali,1/5/2022,4,Tangerang,Banten,73,1212,Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Tangerang,Universitas,Baik Sekali,9/3/2009,4,Tangerang,Banten,460,17100,Medium,Unranked,Unranked,Unranked ,No
Universitas Pramita Indonesia,Universitas,Baik,8/4/2003,4,Tangerang,Banten,79,1606,Small,Unranked,Unranked,Unranked ,No
Universitas Raharja,Universitas,Baik Sekali,4/12/2019,4,Tangerang,Banten,112,2164,Small,Unranked,Unranked,Unranked ,No
Universitas Surya,Universitas,Tidak Terakreditasi,1/10/2013,4,Tangerang,Banten,47,1,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Swiss German,Universitas,Baik Sekali,7/17/2000,4,Tangerang,Banten,80,808,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Tangerang Raya,Universitas,Baik,10/6/2020,4,Tangerang,Banten,174,3393,Small,Unranked,Unranked,Unranked ,No
Universitas Utpadaka Swastika,Universitas,Baik,2/6/2023,4,Tangerang,Banten,34,371,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Yarsi Pratama,Universitas,Tidak Terakreditasi,12/1/2023,4,Tangerang,Banten,3,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Yatsi Madani,Universitas,Baik,6/7/2022,4,Tangerang,Banten,80,1300,Small,Unranked,Unranked,Unranked ,No
Universitas Yuppentek Indonesia,Universitas,Baik Sekali,11/17/2021,4,Tangerang,Banten,34,1158,Small,Unranked,Unranked,Unranked ,No
Akademi Pariwisata Nusantara Tangerang,Akademi,Baik,10/22/1999,4,Tangerang Selatan,Banten,8,197,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Perhotelan Tunas Indonesia,Akademi,Tidak Terakreditasi,8/23/2022,4,Tangerang Selatan,Banten,1,8,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Tangerang Selatan,Institut,Tidak Terakreditasi,9/9/2019,4,Tangerang Selatan,Banten,33,333,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Paripurna,Sekolah,Tidak Terakreditasi,8/18/2000,4,Tangerang Selatan,Banten,23,315,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Banten,Sekolah,Baik,9/5/2003,4,Tangerang Selatan,Banten,36,744,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Widya Dharma Husada Tangerang,Sekolah,Baik Sekali,7/31/2006,4,Tangerang Selatan,Banten,142,4066,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Sinar Cendekia,Sekolah,Tidak Terakreditasi,5/15/2018,4,Tangerang Selatan,Banten,16,229,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Ichsan Satya,Universitas,Baik,10/10/2022,4,Tangerang Selatan,Banten,36,534,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Lintas Internasional Indonesia,Universitas,Tidak Terakreditasi,10/2/2014,4,Tangerang Selatan,Banten,90,372,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Pamulang,Universitas,Baik Sekali,5/15/2000,4,Tangerang Selatan,Banten,2182,78527,Extra Large,Unranked,Unranked,Unranked ,No
Universitas Pembangunan Jaya,Universitas,Baik Sekali,2/25/2011,4,Tangerang Selatan,Banten,111,3479,Small,Unranked,Unranked,Unranked ,No
Akademi Pariwisata Siliwangi,Akademi,Baik,10/31/1996,4,Tasikmalaya,Jawa Barat,5,88,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Riyadlul Ulum,Institut,Tidak Terakreditasi,11/3/2021,4,Tasikmalaya,Jawa Barat,14,37,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Triguna Tasikmalaya,Politeknik,Baik,8/21/2008,4,Tasikmalaya,Jawa Barat,20,344,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Hukum Galunggung,Sekolah,Baik Sekali,12/10/1973,4,Tasikmalaya,Jawa Barat,17,405,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Administrasi YPPT Tasikmalaya,Sekolah,Baik Sekali,4/23/1984,4,Tasikmalaya,Jawa Barat,26,1987,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Latifah Mubarokiyah,Sekolah,Baik,2/15/2001,4,Tasikmalaya,Jawa Barat,29,629,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Respati,Sekolah,Baik Sekali,10/8/2002,4,Tasikmalaya,Jawa Barat,14,104,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Tasikmalaya,Sekolah,Baik,2/7/1997,4,Tasikmalaya,Jawa Barat,16,553,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer DCI,Sekolah,Baik,2/7/1997,4,Tasikmalaya,Jawa Barat,16,553,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Teknologi Cipasung,Sekolah,Baik,5/29/1997,4,Tasikmalaya,Jawa Barat,17,547,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Bakti Tunas Husada,Universitas,Baik Sekali,12/15/2021,4,Tasikmalaya,Jawa Barat,100,1773,Small,Unranked,Unranked,Unranked ,No
Universitas Cipasung Tasikmalaya,Universitas,Baik,2/8/2021,4,Tasikmalaya,Jawa Barat,33,1430,Small,Unranked,Unranked,Unranked ,No
Universitas Mayasari Bakti,Universitas,Baik,6/22/2023,4,Tasikmalaya,Jawa Barat,69,576,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Tasikmalaya,Universitas,Baik,10/17/2014,4,Tasikmalaya,Jawa Barat,102,2652,Small,Unranked,Unranked,Unranked ,No
Universitas Perjuangan Tasikmalaya,Universitas,Baik,10/17/2014,4,Tasikmalaya,Jawa Barat,86,5439,Small Medium,Unranked,Unranked,Unranked ,No
Akademi Analis Kesehatan Manggala Yogyakarta,Akademi,Baik,1/29/1998,5,Bantul,Yogyakarta,8,151,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan YKY Yogyakarta,Akademi,Baik Sekali,11/26/1994,5,Bantul,Yogyakarta,12,104,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Manajemen Administrasi Yogyakarta,Akademi,Baik Sekali,4/12/2000,5,Bantul,Yogyakarta,31,807,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Optometri Yogyakarta,Akademi,Tidak Terakreditasi,8/23/2022,5,Bantul,Yogyakarta,4,32,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Dirgantara Adisutjipto,Institut,Baik,2/8/2021,5,Bantul,Yogyakarta,66,1338,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Yogyakarta,Institut,Baik,1/28/1988,5,Bantul,Yogyakarta,60,1356,Small,Unranked,Unranked,Unranked ,No
Politeknik Kesehatan TNI AU Adisutjipto,Politeknik,Baik,2/2/2018,5,Bantul,Yogyakarta,13,212,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Kesehatan Ummi Khasanah,Politeknik,Baik Sekali,12/30/2020,5,Bantul,Yogyakarta,14,173,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Ykp,Sekolah,Baik Sekali,9/22/1996,5,Bantul,Yogyakarta,26,801,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Akbidyo,Sekolah,Baik Sekali,8/18/2017,5,Bantul,Yogyakarta,40,302,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Bantul,Sekolah,Baik,3/23/2022,5,Bantul,Yogyakarta,10,97,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Madani Yogyakarta,Sekolah,Baik,9/25/2009,5,Bantul,Yogyakarta,26,150,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Surya Global,Sekolah,Baik,3/13/2003,5,Bantul,Yogyakarta,81,1541,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Catur Sakti,Sekolah,Baik,1/16/1966,5,Bantul,Yogyakarta,6,305,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Pariwisata Ambarrukmo,Sekolah,Baik Sekali,8/5/2008,5,Bantul,Yogyakarta,115,4479,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Teknologi Kedirgantaraan,Sekolah,Baik Sekali,11/27/1995,5,Bantul,Yogyakarta,85,3490,Small,Unranked,Unranked,Unranked ,No
Universitas Alma Ata,Universitas,Baik Sekali,6/1/2006,5,Bantul,Yogyakarta,167,4428,Small,Unranked,Unranked,Unranked ,No
Universitas Islam Mulia Yogyakarta,Universitas,Coming Soon ,,5,Bantul,Yogyakarta,19,223,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Mercu Buana Yogyakarta,Universitas,Baik Sekali,6/12/2008,5,Bantul,Yogyakarta,194,11626,Medium,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Yogyakarta,Universitas,Unggul,3/1/1981,5,Bantul,Yogyakarta,650,25455,Large,1343,552,Unranked ,Yes
Universitas PGRI Yogyakarta,Universitas,Baik Sekali,12/11/1962,5,Bantul,Yogyakarta,229,6193,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Teknologi Digital Indonesia,Universitas,Baik Sekali,10/27/2021,5,Bantul,Yogyakarta,72,1710,Small,Unranked,Unranked,Unranked ,No
Universitas Gunung Kidul,Universitas,Baik,10/1/2001,5,Gunungkidul,Yogyakarta,38,1275,Small,Unranked,Unranked,Unranked ,No
Institut Keguruan dan Ilmu Pendidikan PGRI Wates,Institut,Baik Sekali,3/15/1968,5,Kulon Progo,Yogyakarta,27,946,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Komunikasi Radya Binatama,Akademi,Baik,7/13/1999,5,Sleman,Yogyakarta,11,276,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Komunitas Perkebunan Yogyakarta,Akademi,Baik,8/21/2017,5,Sleman,Yogyakarta,12,331,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Pariwisata Stipary,Akademi,Baik,12/16/1993,5,Sleman,Yogyakarta,15,169,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Pariwisata Yogyakarta,Akademi,Baik,10/11/1994,5,Sleman,Yogyakarta,8,163,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Pertanian Yogyakarta,Akademi,Baik,11/7/1978,5,Sleman,Yogyakarta,10,178,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Sekretari dan Manajemen Desanta,Akademi,Baik,7/7/1994,5,Sleman,Yogyakarta,8,62,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Teknik Radiodiagnostik dan Radioterapi (ATRO),Akademi,Baik,6/20/2011,5,Sleman,Yogyakarta,9,147,Extra Small,Unranked,Unranked,Unranked ,No
Institut Pertanian Intan Yogyakarta,Institut,Baik,10/10/1986,5,Sleman,Yogyakarta,18,395,Extra Small,Unranked,Unranked,Unranked ,No
Institut Pertanian Stiper,Institut,Baik Sekali,11/5/1963,5,Sleman,Yogyakarta,97,4108,Small,Unranked,Unranked,Unranked ,No
Politeknik API Yogyakarta,Politeknik,Baik,1/13/1997,5,Sleman,Yogyakarta,29,442,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Gistrav,Politeknik,Tidak Terakreditasi,7/21/2023,5,Sleman,Yogyakarta,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Kesehatan Permata Indonesia Yogyakarta,Politeknik,Baik Sekali,10/1/2007,5,Sleman,Yogyakarta,25,630,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Bahasa Asing LIA Yogyakarta,Sekolah,Baik Sekali,9/28/2000,5,Sleman,Yogyakarta,14,325,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Pariwisata Api,Sekolah,Baik,5/8/2000,5,Sleman,Yogyakarta,10,564,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi SBI,Sekolah,Baik Sekali,7/16/1994,5,Sleman,Yogyakarta,23,853,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi YKPN,Sekolah,Baik Sekali,9/12/1980,5,Sleman,Yogyakarta,54,1363,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Guna Bangsa Yogyakarta,Sekolah,Baik Sekali,6/2/2009,5,Sleman,Yogyakarta,61,993,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Panti Rapih Yogyakarta,Sekolah,Baik Sekali,8/16/2017,5,Sleman,Yogyakarta,39,858,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Wira Husada,Sekolah,Baik Sekali,4/24/2002,5,Sleman,Yogyakarta,34,775,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Manajemen YKPN Yogyakarta,Sekolah,Baik Sekali,1/1/1976,5,Sleman,Yogyakarta,16,778,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Maritim Yogyakarta,Sekolah,Baik Sekali,8/26/2019,5,Sleman,Yogyakarta,41,546,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Pariwisata Ampta Yogyakarta,Sekolah,Baik ,1/13/1987,5,Sleman,Yogyakarta,45,2054,Small,Unranked,Unranked,Unranked ,No
Universitas Aisyiyah Yogyakarta,Universitas,Unggul,10/14/2003,5,Sleman,Yogyakarta,221,6728,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Amikom Yogyakarta,Universitas,Baik Sekali,1/20/2010,5,Sleman,Yogyakarta,281,13230,Medium,Unranked,Unranked,Unranked ,No
Universitas Atma Jaya Yogyakarta,Universitas,Unggul,9/27/1965,5,Sleman,Yogyakarta,339,10065,Medium,Unranked,768,Unranked ,No
Universitas Islam Indonesia,Universitas,Unggul,7/8/1945,5,Sleman,Yogyakarta,813,27072,Large,1361,566,1656,Yes
Universitas Jenderal Achmad Yani Yogyakarta,Universitas,Baik Sekali,2/2/2018,5,Sleman,Yogyakarta,135,3643,Small,Unranked,Unranked,Unranked ,No
Universitas Kristen Immanuel,Universitas,Baik Sekali,6/20/1982,5,Sleman,Yogyakarta,70,1780,Small,Unranked,Unranked,Unranked ,No
Universitas Mahakarya Asia,Universitas,Baik,3/13/2020,5,Sleman,Yogyakarta,90,1716,Small,Unranked,Unranked,Unranked ,No
Universitas Proklamasi 45,Universitas,Baik Sekali,8/17/1964,5,Sleman,Yogyakarta,72,2733,Small,Unranked,Unranked,Unranked ,No
Universitas Respati Yogyakarta,Universitas,Baik Sekali,12/22/2008,5,Sleman,Yogyakarta,164,2624,Small,Unranked,Unranked,Unranked ,No
Universitas Sanata Dharma,Universitas,Unggul,12/5/1955,5,Sleman,Yogyakarta,391,13569,Medium,Unranked,Unranked,Unranked ,Yes
Universitas Teknologi Yogyakarta,Universitas,Baik Sekali,4/9/1968,5,Sleman,Yogyakarta,219,14576,Medium,Unranked,Unranked,Unranked ,No
Akademi Farmasi Indonesia Yogyakarta,Akademi,Baik,4/26/2011,5,Yogyakarta,Yogyakarta,13,321,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Film Yogyakarta,Akademi,Baik,11/29/2018,5,Yogyakarta,Yogyakarta,12,338,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Fisioterapi YAB Yogyakarta,Akademi,Tidak Terakreditasi,9/26/2001,5,Yogyakarta,Yogyakarta,8,70,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kesejahteraan Sosial AKK,Akademi,Baik,3/1/1973,5,Yogyakarta,Yogyakarta,19,356,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Ketatalaksanaan Pelayaran Niaga Bahtera,Akademi,Baik,4/14/1980,5,Yogyakarta,Yogyakarta,10,66,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Manajemen Putra Jaya,Akademi,Tidak Terakreditasi,6/20/1976,5,Yogyakarta,Yogyakarta,3,48,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Pariwisata Dharma Nusantara Sakti,Akademi,Baik,3/10/1992,5,Yogyakarta,Yogyakarta,6,104,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Pariwisata Indraphrasta,Akademi,Baik,9/29/1983,5,Yogyakarta,Yogyakarta,7,136,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Perikanan Yogyakarta,Akademi,Baik,5/20/1986,5,Yogyakarta,Yogyakarta,6,60,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Peternakan Brahmaputra,Akademi,Baik,4/14/1982,5,Yogyakarta,Yogyakarta,5,87,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Sekretari dan Manajemen Marsudirini Santa Maria,Akademi,Baik,6/9/1987,5,Yogyakarta,Yogyakarta,24,257,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Seni Rupa dan Desain MSD,Akademi,Tidak Terakreditasi,12/12/2000,5,Yogyakarta,Yogyakarta,9,188,Extra Small,Unranked,Unranked,Unranked ,No
Institut Sains dan Teknologi Akprind,Institut,Baik Sekali,5/12/1972,5,Yogyakarta,Yogyakarta,102,1937,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Nasional Yogyakarta,Institut,Baik Sekali,12/28/2018,5,Yogyakarta,Yogyakarta,109,3035,Small,Unranked,Unranked,Unranked ,No
Politeknik Kesehatan Bhakti Setya Indonesia,Politeknik,Baik Sekali,2/19/2004,5,Yogyakarta,Yogyakarta,37,1039,Small,Unranked,Unranked,Unranked ,No
